,PmtNo,BuyersPrice,SellersPrice,PNL,Rev,Exp,MtgBegBal,MtgPrinPaid,MtgIntPaid,MtgPrinArr,MtgIntArr,MtgEndBal,ArrBegBal,ArrAdded,ArrPaid,ArrForgiven,ArrEndBal,FinCost,DDCost,AcqCost,ServCost,FCCost,RehabCost,BK13Cost,SalesCommission,FirstLienPmt,AmortBegBal,AmortPrinDue,AmortIntDue,AmortEndBal
2032-08-01,177,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13752.062247859023,236.23018773662625,209.3698122635246,13515.832060122397
2032-09-01,178,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13515.832060122397,239.82670069340384,205.77329930670646,13276.005359428993
2032-10-01,179,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13276.005359428993,243.47796916461084,202.12203083547948,13032.527390264382
2032-11-01,180,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13032.527390264382,247.1848267817404,198.41517321838026,12785.342563482642
2032-12-01,181,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12785.342563482642,250.9481198678841,194.65188013222937,12534.394443614758
2033-01-01,182,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12534.394443614758,254.76870763121406,190.8312923689066,12279.625735983544
2033-02-01,183,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12279.625735983544,258.64746236096835,186.9525376391807,12020.978273622575
2033-03-01,184,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12020.978273622575,262.58526962646283,183.0147303735552,11758.393003996112
2033-04-01,185,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11758.393003996112,266.58302848011954,179.01697152008444,11491.809975515993
2033-05-01,186,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11491.809975515993,270.64165166096063,174.95834833909834,11221.168323855032
2033-06-01,187,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11221.168323855032,274.76206580532016,170.8379341948294,10946.406258049712
2033-07-01,188,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10946.406258049712,278.945211656217,166.65478834383134,10667.461046393495
2033-08-01,189,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10667.461046393495,283.19204428000376,162.4079557202106,10384.269002113491
2033-09-01,190,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10384.269002113491,287.50353328255005,158.0964667175587,10096.765468830941
2033-10-01,191,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10096.765468830941,291.8806630325271,153.71933696759422,9804.884805798414
2033-11-01,192,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9804.884805798414,296.3244328847504,149.2755671154044,9508.560372913664
2033-12-01,193,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9508.560372913664,300.8358574087615,144.76414259128737,9207.724515504902
2034-01-01,194,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9207.724515504902,305.415966621018,140.1840333791134,8902.308548883884
2034-02-01,195,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8902.308548883884,310.065806219005,135.53419378115197,8592.24274266488
2034-03-01,196,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592.24274266488,314.7864378207596,130.81356217933396,8277.45630484412
2034-04-01,197,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8277.45630484412,319.57893920724746,126.0210607928676,7957.877365636872
2034-05-01,198,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7957.877365636872,324.4444045679411,121.155595432164,7633.432961068931
2034-06-01,199,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7633.432961068931,329.3839447511127,116.21605524902411,7304.049016317818
2034-07-01,200,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7304.049016317818,334.3986875170376,111.20131248301487,6969.650328800781
2034-08-01,201,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6969.650328800781,339.48977779608686,106.11022220399065,6630.160551004694
2034-09-01,202,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6630.160551004694,344.65837794949766,100.94162205068504,6285.502173055196
2034-10-01,203,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6285.502173055196,349.9056680346839,95.69433196533282,5935.596505020512
2034-11-01,204,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5935.596505020512,355.2328460760182,90.36715392425245,5580.363658944494
2034-12-01,205,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5580.363658944494,360.6411283358466,84.95887166430613,5219.7225306086475
2035-01-01,206,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5219.7225306086475,366.13174959493335,79.46825040523372,4853.590781013714
2035-02-01,207,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4853.590781013714,371.7059634323232,73.894036567717,4481.884817581391
2035-03-01,208,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4481.884817581391,377.36504251288716,68.23495748718317,4104.519775068504
2035-04-01,209,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4104.519775068504,383.110278876964,62.48972112323052,3721.40949619154
2035-05-01,210,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3721.40949619154,388.942984235473,56.65701576464444,3332.466511956067
2035-06-01,211,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3332.466511956067,394.86449027014896,50.73550972992054,2937.602021685918
2035-07-01,212,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2937.602021685918,400.8761489368044,44.72385106321662,2536.7258727491135
2035-08-01,213,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2536.7258727491135,406.9793327745283,38.620667225687804,2129.746539974585
2035-09-01,214,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2129.746539974585,413.1754352180287,32.42456478211406,1716.5711047565565
2035-10-01,215,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1716.5711047565565,419.46587091719266,26.134129082772574,1297.1052338393638
2035-11-01,216,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1297.1052338393638,425.8520760597894,19.74792394044483,871.2531577795744
2035-12-01,217,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871.2531577795744,432.3355086976662,13.264491302510752,438.91764908190817
2036-01-01,218,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.91764908190817,438.91764908190817,6.682350918076556,0.0
